ENTITY_ID,EFFECTIVE_DATE,AGGREGATE_ID,FREQUENCY,SECURITY_ID,WEIGHT,GROSS_RETURN,BMV_GROSS,EMV_GROSS,GAIN_LOSS_GROSS
F001,2021-01-11,3,D,9,0.0,0.0,0.0,0.0,0.0
F001,2021-01-11,3,D,10,2.38037E-4,-6.0,2.2075,2.07505,-0.13245
F001,2021-01-11,4,D,11,0.205661,4.0,1907.25,1983.54,76.29
F001,2021-01-11,4,D,12,0.0461551,-6.99996,428.031,398.069,-29.962
F001,2021-01-11,4,D,13,0.00783698,-4.99999,72.6782,69.0443,-3.6339
F001,2021-01-11,4,D,14,0.00683668,-1.99995,63.4017,62.1337,-1.268
F001,2021-01-11,4,D,15,7.81546E-4,3.00005,7.24787,7.46531,0.21744
F001,2021-01-11,4,D,16,1.89606E-4,-8.00007,1.75836,1.61769,-0.14067
F001,2021-01-11,4,D,17,0.0,0.0,0.0,0.0,0.0
F001,2021-01-11,4,D,18,0.0,0.0,0.0,0.0,0.0
F001,2021-01-11,4,D,19,0.0,0.0,0.0,0.0,0.0
F001,2021-01-11,4,D,20,9.41718E-5,7.00002,0.873326,0.934459,0.061133
F001,2021-01-11,5,D,21,13.7441,-5.00004,127459.0,121086.0,-6373.0
F001,2021-01-11,5,D,22,0.834631,0.0,7740.16,7740.16,0.0
F001,2021-01-11,5,D,23,0.0550601,-6.00003,510.614,479.977,-30.637
F001,2021-01-11,5,D,24,0.0253408,6.99988,235.004,251.454,16.45
F001,2021-01-11,5,D,25,0.0258271,2.99982,239.514,246.699,7.185
F001,2021-01-11,5,D,26,0.0109452,6.99979,101.503,108.608,7.105
F001,2021-01-11,5,D,27,0.0141871,-8.99991,131.568,119.727,-11.841
F001,2021-01-11,5,D,28,0.00383732,1.0001,35.5864,35.9423,0.3559
F001,2021-01-11,5,D,29,0.00281313,-4.99994,26.0883,24.7839,-1.3044
F001,2021-01-11,5,D,30,5.86888E-4,7.99995,5.44266,5.87807,0.43541
F001,2021-01-11,6,D,31,0.762264,-6.99995,7069.05,6574.22,-494.83
F001,2021-01-11,6,D,32,1.7858,-1.99987,16561.1,16229.9,-331.2
F001,2021-01-11,6,D,33,1.02786,5.99962,9532.11,10104.0,571.89
F001,2021-01-11,6,D,34,0.049109,2.00011,455.425,464.534,9.109
F001,2021-01-11,6,D,35,0.102663,0.0,952.075,952.075,0.0
F001,2021-01-11,6,D,36,0.00450569,8.00006,41.7847,45.1275,3.3428
F001,2021-01-11,6,D,37,0.0019732,-6.99984,18.299,17.0181,-1.2809
F001,2021-01-11,6,D,38,0.00450428,6.99997,41.7716,44.6956,2.924
F001,2021-01-11,6,D,39,0.00190195,7.00015,17.6382,18.8729,1.2347
F001,2021-01-11,6,D,40,4.69836E-4,6.00004,4.35714,4.61857,0.26143
F001,2021-01-12,3,D,1,73.5399,-6.00006,682677.0,641716.0,-40961.0
F001,2021-01-12,3,D,2,8.41809,-1.99998,78145.8,76582.9,-1562.9
F001,2021-01-12,3,D,3,0.00647679,6.99996,60.1246,64.3333,4.2087
F001,2021-01-12,3,D,4,0.0231989,0.0,215.357,215.357,0.0
F001,2021-01-12,3,D,5,0.0109436,7.9998,101.59,109.717,8.127
F001,2021-01-12,3,D,6,0.00129676,-1.00017,12.0379,11.9175,-0.1204
F001,2021-01-12,3,D,7,0.00138785,-3.99969,12.8835,12.3682,-0.5153
F001,2021-01-12,3,D,8,4.76682E-4,-5.99989,4.42508,4.15958,-0.2655
F001,2021-01-12,3,D,9,0.0,0.0,0.0,0.0,0.0
F001,2021-01-12,3,D,10,2.2353E-4,9.00027,2.07505,2.26181,0.18676
F001,2021-01-12,4,D,11,0.213673,0.0,1983.54,1983.54,0.0
F001,2021-01-12,4,D,12,0.0428811,0.0,398.069,398.069,0.0
F001,2021-01-12,4,D,13,0.00743765,0.0,69.0443,69.0443,0.0
F001,2021-01-12,4,D,14,0.00669322,-8.00001,62.1337,57.163,-4.9707
F001,2021-01-12,4,D,15,8.04184E-4,0.0,7.46531,7.46531,0.0
F001,2021-01-12,4,D,16,1.74262E-4,-7.99968,1.61769,1.48828,-0.12941
F001,2021-01-12,4,D,17,0.0,0.0,0.0,0.0,0.0
F001,2021-01-12,4,D,18,0.0,0.0,0.0,0.0,0.0
F001,2021-01-12,4,D,19,0.0,0.0,0.0,0.0,0.0
F001,2021-01-12,4,D,20,1.00663E-4,3.00002,0.934459,0.962493,0.028034
F001,2021-01-12,5,D,21,13.0437,-8.0001,121086.0,111399.0,-9687.0
F001,2021-01-12,5,D,22,0.833792,4.00005,7740.16,8049.77,309.61
F001,2021-01-12,5,D,23,0.0517045,-3.99998,479.977,460.778,-19.199
F001,2021-01-12,5,D,24,0.0270873,0.0,251.454,251.454,0.0
F001,2021-01-12,5,D,25,0.0265751,-5.00002,246.699,234.364,-12.335
F001,2021-01-12,5,D,26,0.0116996,0.0,108.608,108.608,0.0
F001,2021-01-12,5,D,27,0.0128973,4.99971,119.727,125.713,5.986
F001,2021-01-12,5,D,28,0.00387181,4.00002,35.9423,37.38,1.4377
F001,2021-01-12,5,D,29,0.00266979,4.00018,24.7839,25.7753,0.9914
F001,2021-01-12,5,D,30,6.33202E-4,7.00009,5.87807,6.28954,0.41147
F001,2021-01-12,6,D,31,0.708194,-1.99993,6574.22,6442.74,-131.48
F001,2021-01-12,6,D,32,1.74833,3.00002,16229.9,16716.8,486.9
F001,2021-01-12,6,D,33,1.08843,-2.0,10104.0,9901.92,-202.08
F001,2021-01-12,6,D,34,0.0500409,8.99999,464.534,506.342,41.808
F001,2021-01-12,6,D,35,0.10256,-6.99997,952.075,885.43,-66.645
F001,2021-01-12,6,D,36,0.00486126,6.99994,45.1275,48.2864,3.1589
F001,2021-01-12,6,D,37,0.00183324,8.00031,17.0181,18.3796,1.3615
F001,2021-01-12,6,D,38,0.00481474,5.00004,44.6956,46.9304,2.2348
F001,2021-01-12,6,D,39,0.00203304,-6.99998,18.8729,17.5518,-1.3211
F001,2021-01-12,6,D,40,4.97525E-4,-5.99991,4.61857,4.34146,-0.27711
F001,2021-01-13,3,D,1,73.2114,6.99998,641716.0,686636.0,44920.0
F001,2021-01-13,3,D,2,8.73711,0.999962,76582.9,77348.7,765.8
F001,2021-01-13,3,D,3,0.00733959,0.0,64.3333,64.3333,0.0
F001,2021-01-13,3,D,4,0.0245694,1.99993,215.357,219.664,4.307
F001,2021-01-13,3,D,5,0.0125173,1.99969,109.717,111.911,2.194
F001,2021-01-13,3,D,6,0.00135963,5.00021,11.9175,12.5134,0.5959
F001,2021-01-13,3,D,7,0.00141105,2.00029,12.3682,12.6156,0.2474
F001,2021-01-13,3,D,8,4.74554E-4,8.99995,4.15958,4.53394,0.37436
F001,2021-01-13,3,D,9,0.0,0.0,0.0,0.0,0.0
F001,2021-01-13,3,D,10,2.58043E-4,8.99987,2.26181,2.46537,0.20356
F001,2021-01-13,4,D,11,0.226296,5.99988,1983.54,2102.55,119.01
F001,2021-01-13,4,D,12,0.0454145,5.99996,398.069,421.953,23.884
F001,2021-01-13,4,D,13,0.00787705,-2.00002,69.0443,67.6634,-1.3809
F001,2021-01-13,4,D,14,0.00652155,-3.00002,57.163,55.4481,-1.7149
F001,2021-01-13,4,D,15,8.51694E-4,-3.99997,7.46531,7.1667,-0.29861
F001,2021-01-13,4,D,16,1.69793E-4,6.00022,1.48828,1.57758,0.0893
F001,2021-01-13,4,D,17,0.0,0.0,0.0,0.0,0.0
F001,2021-01-13,4,D,18,0.0,0.0,0.0,0.0,0.0
F001,2021-01-13,4,D,19,0.0,0.0,0.0,0.0,0.0
